deck_id,name,type_line,cmc,mana_cost,w,u,b,r,g,c,x_count,phi_life_opt,hybrid_opts,effects_line,is_commander,mana_production,card_draw,manual_tags,generated_effect_tags
moxfield_export_1,City of Brass,Land,0,,0,0,0,0,0,0,0,0,,"Whenever this land becomes tapped, it deals 1 damage to you. {T}: Add one mana of any color.",False,{Any},0,"['end-step', 'haste', 'sacrifice', 'token', 'tap-ability']","['Treasure Hunter', 'Siege Engineer']"
moxfield_export_1,Combat Calligrapher,Creature — Bird Cleric,4,{3}{W},1,0,0,0,0,3,0,0,,"Flying Inklings can't attack you or planeswalkers you control. Whenever a player attacks one of your opponents, that attacking player creates a tapped 2/1 white and black Inkling creature token with flying that's attacking that opponent.",False,0,0,"['flying', 'token']","['Token Archetype', 'Flying Archetype']"
moxfield_export_1,Combat Celebrant,Creature — Human Warrior,3,{2}{R},0,0,0,1,0,2,0,0,,"If this creature hasn't been exerted this turn, you may exert it as it attacks. When you do, untap all other creatures you control and after this phase, there is an additional combat phase. (An exerted creature won't untap during your next untap step.)",False,0,0,[],"['Combat Engine', 'Battlecruiser']"
moxfield_export_1,Command Tower,Land,0,,0,0,0,0,0,0,0,0,,{T}: Add one mana of any color in your commander's color identity.,False,0,0,['flying'],"['Commander', 'Flying Archetype']"
moxfield_export_1,Curse of Opulence,Enchantment — Aura Curse,1,{R},0,0,0,1,0,0,0,0,,"Enchant player Whenever enchanted player is attacked, create a Gold token. Each opponent attacking that player does the same. (A Gold token is an artifact with ""Sacrifice this token: Add one mana of any color."")",False,{Any},0,"['enchant', 'sacrifice', 'token']","['Gold Rush', 'Token Archetype']"
moxfield_export_1,Dark Ritual,Instant,1,{B},0,0,1,0,0,0,0,0,,Add {B}{B}{B}.,False,{B}{B}{B},0,"['flying', 'token']","['Swarm', 'Token Rush']"
moxfield_export_1,Deafening Silence,Enchantment,1,{W},1,0,0,0,0,0,0,0,,Each player can't cast more than one noncreature spell each turn.,False,0,0,[],"['Disruption', 'Control']"
moxfield_export_1,Den of the Bugbear,Land,0,,0,0,0,0,0,0,0,0,,"If you control two or more other lands, this land enters tapped. {T}: Add {R}. {3}{R}: Until end of turn, this land becomes a 3/2 red Goblin creature with ""Whenever this creature attacks, create a 1/1 red Goblin creature token that's tapped and attacking."" It's still a land.",False,{R},0,"['end-step', 'token', 'tap-ability']","['Goblin Rampant', 'Goblin Assault']"
moxfield_export_1,Divine Visitation,Enchantment,5,{3}{W}{W},2,0,0,0,0,3,0,0,,"If one or more creature tokens would be created under your control, that many 4/4 white Angel creature tokens with flying and vigilance are created instead.",False,0,0,"['flying', 'token', 'vigilance']","['Aggro-Mage', 'Token-Slayer']"
moxfield_export_1,"Drakuseth, Maw of Flames",Legendary Creature — Dragon,7,{4}{R}{R}{R},0,0,0,3,0,4,0,0,,"Flying Whenever Drakuseth attacks, it deals 4 damage to any target and 3 damage to each of up to two other targets.",False,0,0,['flying'],"['aggro', 'flying']"
moxfield_export_1,Drannith Magistrate,Creature — Human Wizard,2,{1}{W},1,0,0,0,0,1,0,0,,Your opponents can't cast spells from anywhere other than their hands.,False,0,0,[],"['Control', 'Counterspell']"
moxfield_export_1,Emberwilde Captain,Creature — Djinn Pirate,4,{3}{R},0,0,0,1,0,3,0,0,,"When this creature enters, you become the monarch. Whenever an opponent attacks you while you're the monarch, this creature deals damage to that player equal to the number of cards in their hand.",False,0,0,[],"['Monarch', 'Attack-Blocker']"
moxfield_export_1,Esper Sentinel,Artifact Creature — Human Soldier,1,{W},1,0,0,0,0,0,0,0,,"Whenever an opponent casts their first noncreature spell each turn, draw a card unless that player pays {X}, where X is this creature's power.",False,0,1,['card-draw'],"['Graveyard', 'Sorcery']"
moxfield_export_1,"Etali, Primal Storm",Legendary Creature — Elder Dinosaur,6,{4}{R}{R},0,0,0,2,0,4,0,0,,"Whenever Etali attacks, exile the top card of each player's library, then you may cast any number of spells from among those cards without paying their mana costs.",False,0,0,[],"['Aggressive', 'Burn']"
moxfield_export_1,Ethersworn Canonist,Artifact Creature — Human Cleric,2,{1}{W},1,0,0,0,0,1,0,0,,Each player who has cast a nonartifact spell this turn can't cast additional nonartifact spells.,False,0,0,[],"['Control', 'Counterspell']"
moxfield_export_1,Exotic Orchard,Land,0,,0,0,0,0,0,0,0,0,,{T}: Add one mana of any color that a land an opponent controls could produce.,False,{Any},0,['tap-ability'],"['Mana Ramp', 'Mana Synergy']"
moxfield_export_1,Fellwar Stone,Artifact,2,{2},0,0,0,0,0,2,0,0,,{T}: Add one mana of any color that a land an opponent controls could produce.,False,0,0,['additional-cost'],"['Aggressive', 'Combo']"
moxfield_export_1,Fervent Charge,Enchantment,4,{1}{R}{W}{B},1,0,1,1,0,1,0,0,,"Whenever a creature you control attacks, it gets +2/+2 until end of turn.",False,0,0,['end-step'],"['Aggressor', 'Burst']"
moxfield_export_1,Fire Covenant,Instant,3,{1}{B}{R},0,0,1,1,0,1,0,0,,"As an additional cost to cast this spell, pay X life. Fire Covenant deals X damage divided as you choose among any number of target creatures.",False,0,0,['additional-cost'],"['Aggressive', 'Control']"
moxfield_export_1,Flamekin Village,Land,0,,0,0,0,0,0,0,0,0,,"As this land enters, you may reveal an Elemental card from your hand. If you don't, this land enters tapped. {T}: Add {R}. {R}, {T}: Target creature gains haste until end of turn.",False,{R},0,"['end-step', 'haste', 'tap-ability']","['Ramp', 'Haste']"
moxfield_export_1,Giver of Runes,Creature — Kor Cleric,1,{W},1,0,0,0,0,0,0,0,,{T}: Another target creature you control gains protection from colorless or from the color of your choice until end of turn.,False,0,0,"['end-step', 'protection', 'tap-ability']","['Protection', 'Tap-and-Hold']"
moxfield_export_1,Godless Shrine,Land — Plains Swamp,0,,0,0,0,0,0,0,0,0,,"({T}: Add {W} or {B}.) As this land enters, you may pay 2 life. If you don't, it enters tapped.",False,{R},0,"['end-step', 'haste', 'tap-ability']","['Godless Shrine', 'Meld']"
moxfield_export_1,Grasp of Fate,Enchantment,3,{1}{W}{W},2,0,0,0,0,1,0,0,,"When this enchantment enters, for each opponent, exile up to one target nonland permanent that player controls until this enchantment leaves the battlefield. (Those permanents return under their owners' control.)",False,0,0,['enchant'],"['Control', 'Sweeper']"
moxfield_export_1,Graven Cairns,Land,0,,0,0,0,0,0,0,0,0,,"{T}: Add {C}. {B/R}, {T}: Add {B}{B}, {B}{R}, or {R}{R}.",False,{B}{R},0,['tap-ability'],"['Graven Cairns', 'Tap-Out']"
moxfield_export_1,Hanweir Battlements,Land,0,,0,0,0,0,0,0,0,0,,"{T}: Add {C}. {R}, {T}: Target creature gains haste until end of turn. {3}{R}{R}, {T}: If you both own and control this land and a creature named Hanweir Garrison, exile them, then meld them into Hanweir, the Writhing Township.",False,{R},0,"['end-step', 'haste', 'tap-ability']","['Hanweir Garrison', 'Meld']"
moxfield_export_1,Hanweir Garrison,Creature — Human Soldier,3,{2}{R},0,0,0,1,0,2,0,0,,"Whenever this creature attacks, create two 1/1 red Human creature tokens that are tapped and attacking. (Melds with Hanweir Battlements.)",False,0,0,['token'],"['Token Ramp', 'Hanweir']"
moxfield_export_1,Hero of Bladehold,Creature — Human Knight,4,{2}{W}{W},2,0,0,0,0,2,0,0,,"Battle cry (Whenever this creature attacks, each other attacking creature gets +1/+0 until end of turn.) Whenever this creature attacks, create two 1/1 white Soldier creature tokens that are tapped and attacking.",False,0,0,"['end-step', 'token']","['Blood Knight', 'Siege Engine']"
moxfield_export_1,Hushbringer,Creature — Faerie,2,{1}{W},1,0,0,0,0,1,0,0,,"Flying, lifelink Creatures entering or dying don't cause abilities to trigger.",False,0,0,"['flying', 'lifelink']","['Flying Archetype', 'Lifelink Archetype']"
moxfield_export_1,Inferno Titan,Creature — Giant,6,{4}{R}{R},0,0,0,2,0,4,0,0,,"{R}: This creature gets +1/+0 until end of turn. Whenever this creature enters or attacks, it deals 3 damage divided as you choose among one, two, or three targets.",False,{R},0,['end-step'],"['Inferno Titan', 'Burning Titan']"
moxfield_export_1,Jeska's Will,Sorcery,3,{2}{R},0,0,0,1,0,2,0,0,,"Choose one. If you control a commander as you cast this spell, you may choose both instead. • Add {R} for each card in target opponent's hand. • Exile the top three cards of your library. You may play them this turn.",False,{R},0,[],"['Commander', 'Dredge']"
moxfield_export_1,"Karazikar, the Eye Tyrant",Legendary Creature — Beholder,5,{3}{B}{R},0,0,1,1,0,3,0,0,,"Whenever you attack a player, tap target creature that player controls and goad it. (Until your next turn, that creature attacks each combat if able and attacks a player other than you if able.) Whenever an opponent attacks another one of your opponents, you and the attacking player each draw a card and lose 1 life.",False,0,1,"['card-draw', 'goad']","['Aggressive', 'Burn']"
moxfield_export_1,"Krenko, Tin Street Kingpin",Legendary Creature — Goblin,3,{2}{R},0,0,0,1,0,2,0,0,,"Whenever Krenko attacks, put a +1/+1 counter on it, then create a number of 1/1 red Goblin creature tokens equal to Krenko's power.",False,0,0,['token'],"['Token Ramp', 'Aggressive']"
moxfield_export_1,"Laelia, the Blade Reforged",Legendary Creature — Spirit Warrior,3,{2}{R},0,0,0,1,0,2,0,0,,"Haste Whenever Laelia attacks, exile the top card of your library. You may play that card this turn. Whenever one or more cards are put into exile from your library and/or your graveyard, put a +1/+1 counter on Laelia.",False,0,0,"['graveyard', 'haste']","['Graveyard Ritualist', 'Haste Archetype']"
moxfield_export_1,Land Tax,Enchantment,1,{W},1,0,0,0,0,0,0,0,,"At the beginning of your upkeep, if an opponent controls more lands than you, you may search your library for up to three basic land cards, reveal them, put them into your hand, then shuffle.",False,0,0,"['tutor', 'shuffle', 'upkeep']","['Tutor', 'Shuffle']"
moxfield_export_1,Launch the Fleet,Sorcery,1,{W},1,0,0,0,0,0,0,0,,"Strive — This spell costs {1} more to cast for each target beyond the first. Until end of turn, any number of target creatures each gain ""Whenever this creature attacks, create a 1/1 white Soldier creature token that's tapped and attacking.""",False,0,0,"['end-step', 'token']","['Aggressive', 'Token Archetype']"
moxfield_export_1,Lightning Greaves,Artifact — Equipment,2,{2},0,0,0,0,0,2,0,0,,Equipped creature has haste and shroud. (It can't be the target of spells or abilities.) Equip {0},False,0,0,"['end-step', 'token']","['Aggressor', 'Token Archetype']"
moxfield_export_1,Mana Confluence,Land,0,,0,0,0,0,0,0,0,0,,"{T}, Pay 1 life: Add one mana of any color.",False,0,0,"['end-step', 'token']","['Mana Rush', 'Token Archetype']"
moxfield_export_1,Mardu Strike Leader,Creature — Human Warrior,3,{2}{B},0,0,1,0,0,2,0,0,,"Whenever this creature attacks, create a 2/1 black Warrior creature token. Dash {3}{B} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)",False,{B},0,"['end-step', 'haste', 'token']","['Token Commander', 'Dashing Warrior']"
moxfield_export_1,Mind Stone,Artifact,2,{2},0,0,0,0,0,2,0,0,,"{T}: Add {C}. {1}, {T}, Sacrifice this artifact: Draw a card.",False,{C},1,"['card-draw', 'sacrifice', 'tap-ability']","['Mana Fixer', 'Card Draw Machine']"
moxfield_export_1,Mother of Runes,Creature — Human Cleric,1,{W},1,0,0,0,0,0,0,0,,{T}: Target creature you control gains protection from the color of your choice until end of turn.,False,0,0,"['end-step', 'protection', 'tap-ability']","['Protection', 'End-Step']"
moxfield_export_1,Mountain,Basic Land — Mountain,0,,0,0,0,0,0,0,0,0,,({T}: Add {R}.),False,{R},0,['tap-ability'],"['Ramp', 'Blood Rush']"
moxfield_export_1,"Nadaar, Selfless Paladin",Legendary Creature — Dragon Knight,3,{2}{W},1,0,0,0,0,2,0,0,,"Vigilance Whenever Nadaar enters or attacks, venture into the dungeon. (Enter the first room or advance to the next room.) Other creatures you control get +1/+1 as long as you've completed a dungeon.",False,0,0,['vigilance'],"['Dungeon Delver', 'Bloodline Champion']"
moxfield_export_1,Night's Whisper,Sorcery,2,{1}{B},0,0,1,0,0,1,0,0,,You draw two cards and lose 2 life.,False,0,2,[],"['Graveyard', 'Life-Loss']"
moxfield_export_1,Opposition Agent,Creature — Human Rogue,3,{2}{B},0,0,1,0,0,2,0,0,,"Flash You control your opponents while they're searching their libraries. While an opponent is searching their library, they exile each card they find. You may play those cards for as long as they remain exiled, and you may spend mana as though it were mana of any color to cast them.",False,0,0,"['flash', 'tutor']","['Flash Search', 'Tutor']"
moxfield_export_1,Painful Truths,Sorcery,3,{2}{B},0,0,1,0,0,2,0,0,,"Converge — You draw X cards and lose X life, where X is the number of colors of mana spent to cast this spell.",False,0,0,[],"['Color Fixer', 'Life Drain']"
moxfield_export_1,Path of Ancestry,Land,0,,0,0,0,0,0,0,0,0,,"This land enters tapped. {T}: Add one mana of any color in your commander's color identity. When that mana is spent to cast a creature spell that shares a creature type with your commander, scry 1. (Look at the top card of your library. You may put that card on the bottom.)",False,0,0,"['flying', 'lifelink']","['Flooded', 'Lifelink']"
moxfield_export_1,Plains,Basic Land — Plains,0,,0,0,0,0,0,0,0,0,,({T}: Add {W}.),False,0,2,[],"['Blood Plains', 'Life Tap']"
moxfield_export_1,Plains,Basic Land — Plains,0,,0,0,0,0,0,0,0,0,,({T}: Add {W}.),False,0,2,[],"['Blood Plains', 'Life Tap']"
moxfield_export_1,Plains,Basic Land — Plains,0,,0,0,0,0,0,0,0,0,,({T}: Add {W}.),False,0,2,[],"['Blood Plains', 'Life Tap']"
moxfield_export_1,Plains,Basic Land — Plains,0,,0,0,0,0,0,0,0,0,,({T}: Add {W}.),False,0,2,[],"['Blood Plains', 'Life Tap']"
moxfield_export_1,Queen Marchesa,Legendary Creature — Human Assassin,4,{1}{R}{W}{B},1,0,1,1,0,1,0,0,,"Deathtouch, haste When Queen Marchesa enters, you become the monarch. At the beginning of your upkeep, if an opponent is the monarch, create a 1/1 black Assassin creature token with deathtouch and haste.",False,0,0,"['deathtouch', 'haste', 'token', 'upkeep']","['Assassin', 'Monarch']"
moxfield_export_1,Rakdos Signet,Artifact,2,{2},0,0,0,0,0,2,0,0,,"{1}, {T}: Add {B}{R}.",False,{B}{R},0,['tap-ability'],"['Blood Rage', 'Blood War']"
moxfield_export_1,Rakshasa Debaser,Creature — Demon,6,{4}{B}{B},0,0,2,0,0,4,0,0,,"Whenever this creature attacks, put target creature card from defending player's graveyard onto the battlefield under your control. Encore {6}{B}{B} ({6}{B}{B}, Exile this card from your graveyard: For each opponent, create a token copy that attacks that opponent this turn if able. They gain haste. Sacrifice them at the beginning of the next end step. Activate only as a sorcery.)",False,{B},0,"['end-step', 'graveyard', 'haste', 'sacrifice', 'token']","['Rakshasa Hunter', 'Graveyard Sweeper']"
moxfield_export_1,Reanimate,Sorcery,1,{B},0,0,1,0,0,0,0,0,,Put target creature card from a graveyard onto the battlefield under your control. You lose life equal to that card's mana value.,False,0,0,['graveyard'],"['Graveyard Ritual', 'Life-Draining']"
moxfield_export_1,Reckless Stormseeker,Creature — Human Werewolf // Creature — Werewolf,3,,0,0,0,1,0,0,0,0,,"At the beginning of combat on your turn, target creature you control gets +1/+0 and gains haste until end of turn. Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",False,0,0,"['end-step', 'haste']","['Haste Hunter', 'End-Step Combo']"
moxfield_export_1,Relentless Assault,Sorcery,4,{2}{R}{R},0,0,0,2,0,2,0,0,,"Untap all creatures that attacked this turn. After this main phase, there is an additional combat phase followed by an additional main phase.",False,0,0,[],"['Aggressive', 'Combo']"
moxfield_export_1,Rugged Prairie,Land,0,,0,0,0,0,0,0,0,0,,"{T}: Add {C}. {R/W}, {T}: Add {R}{R}, {R}{W}, or {W}{W}.",False,{W}{R},0,['tap-ability'],"['Water Elemental', 'Bloodline Keeper']"
moxfield_export_1,Sacred Foundry,Land — Mountain Plains,0,,0,0,0,0,0,0,0,0,,"({T}: Add {R} or {W}.) As this land enters, you may pay 2 life. If you don't, it enters tapped.",False,{W}{R},0,['tap-ability'],"['Factory', 'Tap-Out']"
moxfield_export_1,Savai Triome,Land — Mountain Plains Swamp,0,,0,0,0,0,0,0,0,0,,"({T}: Add {R}, {W}, or {B}.) This land enters tapped. Cycling {3} ({3}, Discard this card: Draw a card.)",False,{W}{B}{R},1,"['discard', 'card-draw', 'tap-ability']","['Graveyard Synergy', 'Tap-and-Discard']"
moxfield_export_1,Serra Ascendant,Creature — Human Monk,1,{W},1,0,0,0,0,0,0,0,,"Lifelink (Damage dealt by this creature also causes you to gain that much life.) As long as you have 30 or more life, this creature gets +5/+5 and has flying.",False,0,0,"['flying', 'lifelink']","['Lifelink Archetype', 'Flying Archetype']"
moxfield_export_1,Shadowblood Ridge,Land,0,,0,0,0,0,0,0,0,0,,"{1}, {T}: Add {B}{R}.",False,{B}{R},0,['tap-ability'],"['Blood Warrior', 'Blood Rage']"
moxfield_export_1,Sisters of the Undead,Legendary Creature — Vampire Noble,6,,0,0,1,1,0,0,0,0,,"Flying, haste Whenever Olivia attacks, return target creature card from your graveyard to the battlefield tapped and attacking. It gains ""When you don't control a legendary Vampire, exile this creature.""",False,0,0,"['flying', 'graveyard', 'haste', 'legendary']","['Vampire', 'Graveyard']"
moxfield_export_1,Skullclamp,Artifact — Equipment,1,{1},0,0,0,0,0,1,0,0,,"Equipped creature gets +1/-1. Whenever equipped creature dies, draw two cards. Equip {1}",False,0,2,[],"['Siege', 'Dredge']"
moxfield_export_1,Skyknight Vanguard,Creature — Human Knight,2,{R}{W},1,0,0,1,0,0,0,0,,"Flying Whenever this creature attacks, create a 1/1 white Soldier creature token that's tapped and attacking.",False,0,0,"['flying', 'token']","['Token Commander', 'Flying Commander']"
moxfield_export_1,Smothering Tithe,Enchantment,4,{3}{W},1,0,0,0,0,3,0,0,,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",False,{B}{R},0,['tap-ability'],"['Tavern Druid', 'Goblin Warrior']"
moxfield_export_1,Sol Ring,Artifact,1,{1},0,0,0,0,0,1,0,0,,{T}: Add {C}{C}.,False,{C},0,['tap-ability'],"['Mana Fixer', 'Tap-Out']"
moxfield_export_1,Spectator Seating,Land,0,,0,0,0,0,0,0,0,0,,This land enters tapped unless you have two or more opponents. {T}: Add {R} or {W}.,False,{W}{R},0,['tap-ability'],"['Tap-Out', 'Tap-In']"
moxfield_export_1,Swamp,Basic Land — Swamp,0,,0,0,0,0,0,0,0,0,,({T}: Add {B}.),False,{B}{R},0,['tap-ability'],"['Swamp', 'Bloodthirsty']"
moxfield_export_1,Swamp,Basic Land — Swamp,0,,0,0,0,0,0,0,0,0,,({T}: Add {B}.),False,{B}{R},0,['tap-ability'],"['Swamp', 'Bloodthirsty']"
moxfield_export_1,Swamp,Basic Land — Swamp,0,,0,0,0,0,0,0,0,0,,({T}: Add {B}.),False,{B}{R},0,['tap-ability'],"['Swamp', 'Bloodthirsty']"
moxfield_export_1,Swiftfoot Boots,Artifact — Equipment,2,{2},0,0,0,0,0,2,0,0,,Equipped creature has hexproof and haste. (It can't be the target of spells or abilities your opponents control. It can attack and {T} no matter when it came under your control.) Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.),False,0,0,"['haste', 'hexproof', 'tap-ability']","['Swiftfoot Boots', 'Haste and Hexproof']"
moxfield_export_1,"Takenuma, Abandoned Mire",Legendary Land,0,,0,0,0,0,0,0,0,0,,"{T}: Add {B}. Channel — {3}{B}, Discard this card: Mill three cards, then return a creature or planeswalker card from your graveyard to your hand. This ability costs {1} less to activate for each legendary creature you control.",False,{B},0,"['discard', 'graveyard', 'legendary', 'mill', 'tap-ability']","['Graveyard Ritualist', 'Legendary Milling']"
moxfield_export_1,Talisman of Conviction,Artifact,2,{2},0,0,0,0,0,2,0,0,,{T}: Add {C}. {T}: Add {R} or {W}. This artifact deals 1 damage to you.,False,{W}{R},0,['tap-ability'],"['Aggressive', 'Control']"
moxfield_export_1,Talisman of Hierarchy,Artifact,2,{2},0,0,0,0,0,2,0,0,,{T}: Add {C}. {T}: Add {W} or {B}. This artifact deals 1 damage to you.,False,{W}{B},0,['tap-ability'],"['Hierarchy', 'Tap-and-Damage']"
moxfield_export_1,"Thalia, Guardian of Thraben",Legendary Creature — Human Soldier,2,{1}{W},1,0,0,0,0,1,0,0,,First strike Noncreature spells cost {1} more to cast.,False,0,0,['first-strike'],"['Aggressive', 'First Strike']"
moxfield_export_1,The Restoration of Eiganjo,Enchantment — Saga // Enchantment Creature — Fox Monk,3,,1,0,0,0,0,0,0,0,,"(As this Saga enters and after your draw step, add a lore counter.) I — Search your library for a basic Plains card, reveal it, put it into your hand, then shuffle. II — You may discard a card. When you do, return target permanent card with mana value 2 or less from your graveyard to the battlefield tapped. III — Exile this Saga, then return it to the battlefield transformed under your control.",False,0,0,"['counters', 'discard', 'draw-step', 'graveyard', 'tutor', 'shuffle']","['Saga Collector', 'Graveyard Ritualist']"
moxfield_export_1,Tithe,Instant,1,{W},1,0,0,0,0,0,0,0,,"Search your library for a Plains card. If target opponent controls more lands than you, you may search your library for an additional Plains card. Reveal those cards, put them into your hand, then shuffle.",False,0,0,"['tutor', 'shuffle']","['Tutor', 'Shuffle']"
moxfield_export_1,Tocatli Honor Guard,Creature — Human Soldier,2,{1}{W},1,0,0,0,0,1,0,0,,Creatures entering don't cause abilities to trigger.,False,0,0,[],"['Aggro', 'Combo']"
moxfield_export_1,Triumphant Adventurer,Creature — Human Knight,2,{W}{B},1,0,1,0,0,0,0,0,,"Deathtouch During your turn, this creature has first strike. Whenever this creature attacks, venture into the dungeon. (Enter the first room or advance to the next room.)",False,0,0,"['deathtouch', 'first-strike']","['Adventurer', 'Dungeon Delver']"
moxfield_export_1,Vault of Champions,Land,0,,0,0,0,0,0,0,0,0,,This land enters tapped unless you have two or more opponents. {T}: Add {W} or {B}.,False,{W}{B},0,['tap-ability'],"['Aggressive', 'Control']"
moxfield_export_1,Waves of Aggression,Sorcery,5,{3}{R/W}{R/W},0,0,0,2,0,3,0,0,R/W|R/W,"Untap all creatures that attacked this turn. After this main phase, there is an additional combat phase followed by an additional main phase. Retrace (You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.)",False,0,0,"['discard', 'graveyard']","['Aggressive', 'Combo']"
